band_index,cluster_id,band_name
0,33,band_0
1,11,band_1
2,22,band_2
3,12,band_3
4,22,band_4
5,22,band_5
6,11,band_6
7,11,band_7
8,1,band_8
9,8,band_9
10,9,band_10
11,8,band_11
12,26,band_12
13,1,band_13
14,34,band_14
15,22,band_15
16,22,band_16
17,22,band_17
18,22,band_18
19,22,band_19
20,22,band_20
21,22,band_21
22,13,band_22
23,20,band_23
24,18,band_24
25,18,band_25
26,20,band_26
27,18,band_27
28,21,band_28
29,21,band_29
30,22,band_30
31,22,band_31
32,22,band_32
33,22,band_33
34,22,band_34
35,22,band_35
36,22,band_36
37,0,band_37
38,15,band_38
39,15,band_39
40,15,band_40
41,16,band_41
42,0,band_42
43,0,band_43
44,11,band_44
45,22,band_45
46,12,band_46
47,22,band_47
48,22,band_48
49,11,band_49
50,11,band_50
51,22,band_51
52,22,band_52
53,22,band_53
54,22,band_54
55,22,band_55
56,22,band_56
57,22,band_57
58,22,band_58
59,22,band_59
60,22,band_60
61,22,band_61
62,22,band_62
63,22,band_63
64,22,band_64
65,22,band_65
66,22,band_66
67,22,band_67
68,22,band_68
69,22,band_69
70,22,band_70
71,27,band_71
72,27,band_72
73,22,band_73
74,22,band_74
75,22,band_75
76,22,band_76
77,22,band_77
78,11,band_78
79,11,band_79
80,2,band_80
81,2,band_81
82,22,band_82
83,22,band_83
84,22,band_84
85,22,band_85
86,22,band_86
87,22,band_87
88,22,band_88
89,19,band_89
90,10,band_90
91,17,band_91
92,18,band_92
93,18,band_93
94,17,band_94
95,18,band_95
96,30,band_96
97,30,band_97
98,5,band_98
99,8,band_99
100,8,band_100
101,7,band_101
102,7,band_102
103,31,band_103
104,31,band_104
105,11,band_105
106,20,band_106
107,12,band_107
108,20,band_108
109,25,band_109
110,11,band_110
111,11,band_111
112,22,band_112
113,22,band_113
114,22,band_114
115,22,band_115
116,22,band_116
117,22,band_117
118,22,band_118
119,6,band_119
120,3,band_120
121,4,band_121
122,3,band_122
123,32,band_123
124,29,band_124
125,29,band_125
126,11,band_126
127,22,band_127
128,12,band_128
129,22,band_129
130,22,band_130
131,11,band_131
132,11,band_132
133,20,band_133
134,18,band_134
135,18,band_135
136,20,band_136
137,18,band_137
138,21,band_138
139,21,band_139
140,22,band_140
141,22,band_141
142,22,band_142
143,22,band_143
144,22,band_144
145,22,band_145
146,22,band_146
147,22,band_147
148,22,band_148
149,22,band_149
150,22,band_150
151,22,band_151
152,22,band_152
153,22,band_153
154,14,band_154
155,22,band_155
156,22,band_156
157,22,band_157
158,22,band_158
159,22,band_159
160,22,band_160
161,22,band_161
162,28,band_162
163,24,band_163
164,24,band_164
165,24,band_165
166,23,band_166
167,28,band_167
168,22,band_168
169,28,band_169
170,24,band_170
171,24,band_171
172,22,band_172
173,23,band_173
174,28,band_174
175,22,band_175
176,22,band_176
177,22,band_177
178,22,band_178
179,22,band_179
180,22,band_180
181,22,band_181
182,22,band_182
183,22,band_183
