band_index,cluster_id,band_name
0,16,band_0
1,2,band_1
2,13,band_2
3,2,band_3
4,13,band_4
5,13,band_5
6,2,band_6
7,2,band_7
8,0,band_8
9,12,band_9
10,15,band_10
11,12,band_11
12,12,band_12
13,1,band_13
14,21,band_14
15,12,band_15
16,12,band_16
17,12,band_17
18,12,band_18
19,12,band_19
20,12,band_20
21,12,band_21
22,12,band_22
23,12,band_23
24,12,band_24
25,12,band_25
26,12,band_26
27,12,band_27
28,12,band_28
29,12,band_29
30,12,band_30
31,12,band_31
32,12,band_32
33,12,band_33
34,12,band_34
35,12,band_35
36,12,band_36
37,20,band_37
38,17,band_38
39,17,band_39
40,18,band_40
41,17,band_41
42,19,band_42
43,19,band_43
44,2,band_44
45,13,band_45
46,2,band_46
47,13,band_47
48,13,band_48
49,2,band_49
50,2,band_50
51,12,band_51
52,12,band_52
53,12,band_53
54,12,band_54
55,12,band_55
56,12,band_56
57,12,band_57
58,12,band_58
59,12,band_59
60,12,band_60
61,12,band_61
62,12,band_62
63,12,band_63
64,12,band_64
65,12,band_65
66,12,band_66
67,12,band_67
68,12,band_68
69,12,band_69
70,12,band_70
71,3,band_71
72,3,band_72
73,12,band_73
74,12,band_74
75,12,band_75
76,12,band_76
77,12,band_77
78,4,band_78
79,2,band_79
80,10,band_80
81,10,band_81
82,12,band_82
83,12,band_83
84,12,band_84
85,12,band_85
86,12,band_86
87,12,band_87
88,12,band_88
89,14,band_89
90,9,band_90
91,12,band_91
92,12,band_92
93,12,band_93
94,12,band_94
95,12,band_95
96,5,band_96
97,12,band_97
98,7,band_98
99,8,band_99
100,7,band_100
101,8,band_101
102,8,band_102
103,5,band_103
104,12,band_104
105,2,band_105
106,13,band_106
107,2,band_107
108,13,band_108
109,13,band_109
110,2,band_110
111,2,band_111
112,12,band_112
113,12,band_113
114,12,band_114
115,12,band_115
116,12,band_116
117,12,band_117
118,12,band_118
119,12,band_119
120,12,band_120
121,12,band_121
122,11,band_122
123,11,band_123
124,6,band_124
125,12,band_125
126,2,band_126
127,13,band_127
128,2,band_128
129,13,band_129
130,13,band_130
131,2,band_131
132,2,band_132
133,12,band_133
134,12,band_134
135,12,band_135
136,12,band_136
137,12,band_137
138,12,band_138
139,12,band_139
140,12,band_140
141,12,band_141
142,12,band_142
143,12,band_143
144,12,band_144
145,12,band_145
146,12,band_146
147,12,band_147
148,12,band_148
149,12,band_149
150,12,band_150
151,12,band_151
152,12,band_152
153,12,band_153
154,12,band_154
155,12,band_155
156,12,band_156
157,12,band_157
158,12,band_158
159,12,band_159
160,12,band_160
161,12,band_161
162,12,band_162
163,12,band_163
164,12,band_164
165,12,band_165
166,12,band_166
167,12,band_167
168,12,band_168
169,12,band_169
170,12,band_170
171,12,band_171
172,12,band_172
173,12,band_173
174,12,band_174
175,12,band_175
176,12,band_176
177,12,band_177
178,12,band_178
179,12,band_179
180,12,band_180
181,12,band_181
182,12,band_182
183,12,band_183
